metric,env_id,experiment,comparison,variant,variant_label,series,train_delay,eval_delay,x_value,x_label,iqm,q1,q3,n
episode_mean_distance,FetchPush-RemotePDNorm-v0,constant_sweep,constant_delay_length,unseen,Unseen delay,Unseen delay,"(0,0)","(0,0)",0.0,"(0,0)",0.031491102347892555,0.0176749318721704,0.044162993165664355,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,constant_sweep,constant_delay_length,unseen,Unseen delay,Unseen delay,"(10,10)","(10,10)",10.0,"(10,10)",0.0648015445672111,0.03527999642683417,0.09937435751198785,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,constant_sweep,constant_delay_length,unseen,Unseen delay,Unseen delay,"(15,15)","(15,15)",15.0,"(15,15)",0.08718467249513528,0.039550131828022625,0.1424840921625638,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,constant_sweep,constant_delay_length,unseen,Unseen delay,Unseen delay,"(20,20)","(20,20)",20.0,"(20,20)",0.08823709254463856,0.027947125368102975,0.1869648372621408,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,constant_sweep,constant_delay_length,unseen,Unseen delay,Unseen delay,"(5,5)","(5,5)",5.0,"(5,5)",0.04657739387639391,0.0337811314141039,0.0623162706213241,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_constant,train_constant_eval_constant,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(10,10)","(0,0)",0.0,"(0,0)",0.06809704655325036,0.05384742784313855,0.08723811604082582,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_constant,train_constant_eval_constant,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(10,10)","(10,10)",10.0,"(10,10)",0.08013625991429818,0.05410481347547215,0.10290216502423083,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_constant,train_constant_eval_constant,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(10,10)","(15,15)",15.0,"(15,15)",0.09476498032669319,0.0455689523942195,0.14248582296288353,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_constant,train_constant_eval_constant,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(10,10)","(20,20)",20.0,"(20,20)",0.10111197158853917,0.0361458234123087,0.18501501555354993,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_constant,train_constant_eval_constant,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(10,10)","(5,5)",5.0,"(5,5)",0.0683642950283617,0.05314666883046315,0.08499763787046746,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_constant,train_constant_eval_constant,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(10,10)","(0,0)",0.0,"(0,0)",0.05765041006235401,0.0481611603545025,0.06956826603272925,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_constant,train_constant_eval_constant,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(10,10)","(10,10)",10.0,"(10,10)",0.07318359045777466,0.05057152688386843,0.0992133892490528,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_constant,train_constant_eval_constant,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(10,10)","(15,15)",15.0,"(15,15)",0.08754204200129376,0.04407734256595945,0.1377053435032184,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_constant,train_constant_eval_constant,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(10,10)","(20,20)",20.0,"(20,20)",0.07476887925581202,0.03159750568447627,0.15900552656301956,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_constant,train_constant_eval_constant,augmented_action_delay,Augmented (+action buffer + delay values),Augmented (+action buffer + delay values),"(10,10)","(5,5)",5.0,"(5,5)",0.0671817409727214,0.05359853051433508,0.0818556935505264,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_constant,train_constant_eval_constant,unseen,Unseen delay,Unseen delay,"(10,10)","(0,0)",0.0,"(0,0)",0.059986707986891215,0.030787605233490452,0.1256462588626891,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_constant,train_constant_eval_constant,unseen,Unseen delay,Unseen delay,"(10,10)","(10,10)",10.0,"(10,10)",0.07365823084949318,0.04328723491150108,0.10243375273033352,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_constant,train_constant_eval_constant,unseen,Unseen delay,Unseen delay,"(10,10)","(15,15)",15.0,"(15,15)",0.07564261560986495,0.0314842110916148,0.14971459989274777,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_constant,train_constant_eval_constant,unseen,Unseen delay,Unseen delay,"(10,10)","(20,20)",20.0,"(20,20)",0.09891325520514506,0.027758076209907525,0.16780887485282225,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_constant,train_constant_eval_constant,unseen,Unseen delay,Unseen delay,"(10,10)","(5,5)",5.0,"(5,5)",0.056875979217224384,0.036848890283991624,0.09239380695772434,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_stochastic,train_stochastic_eval_stochastic,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(0,0-10)","(0,0-10)",10.0,"(0,0-10)",0.05411910156842883,0.04451650994755457,0.06418655481776642,100
episode_mean_distance,FetchPush-RemotePDNorm-v0,generalization_stochastic,train_stochastic_eval_stochastic,augmented_action,Augmented (+action buffer),Augmented (+action buffer),"(0,0-10)","(0,0-15)",15.0,"(0,0-15)",0.053155807446218235,0.04261530820227595,0.0641492779023259,100
